Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,Educational_Levels_Bachelors D.,Educational_Levels_College D.,Educational_Levels_Masters D.,Educational_Levels_Phd D.,Educational_Levels_Without College D.
No,32,19,3,4,1,3,3,9610,3,3,3,10,1,4,3,0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,40,7,4,2,3,5,2,19833,1,2,3,21,2,21,8,12,8,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,45,4,3,3,1,3,3,9756,4,3,4,9,4,5,0,0,3,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,30,2,4,4,2,1,1,4968,0,4,3,10,3,9,7,0,7,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
No,24,10,3,1,3,1,4,2145,0,4,3,3,3,2,2,2,1,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Yes,30,8,3,3,2,1,4,2180,6,3,3,6,2,4,2,1,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,31,5,3,1,3,2,3,8346,1,3,3,6,3,5,2,0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,27,8,3,3,3,1,4,3445,1,3,3,6,2,6,2,1,4,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
Yes,29,9,3,2,1,1,2,2760,1,3,3,2,3,2,2,2,2,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
No,29,1,3,4,4,2,3,6294,8,4,3,10,4,3,2,0,2,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
No,30,15,2,3,2,3,1,7140,2,1,3,12,3,7,7,1,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
No,34,2,4,4,4,1,4,2932,0,1,3,6,3,5,0,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
No,33,2,3,4,3,2,2,5147,8,4,3,13,2,11,7,1,7,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,49,11,4,4,3,2,4,4507,3,3,3,8,4,5,1,0,4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
Yes,33,16,3,1,3,3,1,8564,2,3,4,11,2,0,0,0,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
No,38,2,2,3,2,1,2,2468,4,2,3,9,2,6,1,0,5,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Yes,31,16,4,1,3,3,3,8161,2,1,3,10,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,29,4,3,4,2,1,1,2109,1,3,3,1,3,1,0,0,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,30,16,3,3,4,2,3,5294,3,3,3,10,3,7,0,1,7,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,32,5,4,2,3,1,2,2718,2,2,3,12,3,7,7,0,7,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
No,38,18,3,2,1,2,4,5811,3,3,3,15,3,1,0,1,0,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Yes,43,17,3,3,2,1,3,2437,9,4,3,6,3,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
No,42,12,3,2,3,1,2,2766,8,2,4,7,2,5,3,0,4,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,55,2,3,3,2,5,1,19038,8,2,3,34,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
No,33,4,3,4,3,2,2,3055,5,4,3,11,2,9,8,1,7,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,41,9,4,3,3,1,1,2289,1,2,4,5,3,5,3,0,4,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
No,34,10,3,4,3,2,3,4001,1,3,3,15,3,15,14,0,7,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
No,53,1,4,1,2,4,3,12965,4,4,4,27,2,3,2,0,2,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
No,43,2,3,2,3,1,4,3539,0,2,3,10,3,9,7,1,8,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,34,3,2,4,1,2,4,6029,5,1,3,6,3,2,2,2,2,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
Yes,21,7,1,2,3,1,2,2679,1,2,3,1,3,1,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
No,38,6,2,4,2,1,3,3702,1,2,3,5,3,5,4,0,4,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Yes,22,8,1,3,3,1,1,2398,1,3,3,1,3,1,0,0,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
No,31,29,4,1,2,2,4,5468,1,1,3,13,3,12,7,5,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,51,3,3,1,3,3,3,13116,2,4,3,15,3,2,2,2,2,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,37,9,2,2,2,2,2,4189,1,1,3,5,3,5,2,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
No,46,2,4,3,3,5,4,19328,7,3,3,24,3,2,1,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
No,36,10,3,4,3,3,1,8321,7,4,3,15,3,12,8,5,7,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Yes,44,1,2,3,3,1,2,2342,1,3,3,6,2,5,3,2,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
No,37,8,2,3,3,2,2,4071,2,3,3,19,2,10,0,4,7,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
Yes,35,27,3,3,3,2,4,5813,1,4,3,10,3,10,7,7,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
No,33,8,4,4,4,1,1,3143,6,2,3,14,3,10,8,7,6,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,28,1,3,3,3,1,4,2044,1,3,3,5,4,5,3,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,39,10,1,3,3,3,3,13464,7,3,4,9,3,4,3,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
No,46,26,2,2,2,2,2,7991,8,3,3,6,3,2,2,2,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
No,40,2,2,3,3,1,1,3377,4,4,3,7,2,4,3,0,2,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,42,13,3,2,4,2,1,5538,5,3,3,10,2,0,0,0,0,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,35,2,2,2,3,2,4,5762,2,3,3,15,3,7,7,1,7,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,38,2,3,1,3,1,2,2592,5,4,3,13,3,11,10,3,8,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
Yes,34,9,4,4,3,2,1,5346,4,3,3,11,2,7,1,0,7,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Yes,37,10,4,4,3,2,1,4213,1,2,3,10,1,10,3,0,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,39,20,3,3,3,2,4,4127,2,4,3,7,3,2,1,2,2,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
No,43,9,3,1,3,1,3,2438,4,3,3,7,2,3,2,1,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,41,5,3,2,4,2,2,6870,3,1,3,11,1,3,2,1,2,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,41,4,1,3,3,3,3,10447,0,4,3,23,4,22,14,13,5,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
No,30,10,3,1,3,3,3,9667,9,2,3,9,3,7,7,0,2,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
Yes,26,20,2,4,3,1,2,2148,0,3,3,6,3,5,1,1,4,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
Yes,46,21,2,4,3,2,2,8926,4,4,4,13,4,9,7,3,7,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,40,1,3,3,3,2,4,6513,4,4,3,12,3,5,3,0,3,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,34,8,2,2,4,2,3,6799,1,3,4,10,3,10,8,4,8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
No,58,2,3,2,3,4,2,16291,4,4,4,37,2,16,9,14,14,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,35,23,4,2,1,1,3,2705,0,2,3,6,4,5,4,0,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,47,4,3,3,2,3,2,10333,8,3,3,28,3,22,11,14,10,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False
No,40,12,3,2,3,2,1,4448,2,2,3,15,3,7,4,7,7,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,54,7,4,4,3,2,4,6854,4,2,3,14,2,7,1,1,7,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,31,7,4,1,3,3,1,9637,2,4,3,9,3,3,2,2,2,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,28,1,3,3,3,1,1,3591,1,3,4,3,3,3,2,1,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,38,2,4,2,1,2,4,5405,2,1,4,20,2,4,2,0,3,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
No,26,10,3,3,3,2,4,4684,1,1,3,5,3,5,3,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,58,15,4,1,3,4,3,15787,2,2,3,23,3,2,2,2,2,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
No,18,14,3,2,3,1,3,1514,1,3,3,0,1,0,0,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
Yes,31,18,5,4,4,1,1,2956,0,3,3,2,3,1,0,0,0,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Yes,29,13,3,1,2,1,1,2335,4,4,3,4,3,2,2,2,0,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
No,45,2,4,3,3,2,3,5154,4,2,4,10,4,8,7,5,7,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,36,2,4,4,3,2,2,6962,4,4,4,15,3,1,0,0,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
No,43,2,4,1,3,2,4,5675,1,3,4,7,3,7,7,7,7,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,27,5,2,4,3,1,4,2379,0,3,3,6,2,5,4,0,2,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
No,29,20,1,4,3,1,4,3812,1,2,3,11,4,11,8,3,10,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,32,10,4,4,3,2,4,4648,8,3,3,4,4,0,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,42,10,4,3,3,1,3,2936,3,2,4,10,2,6,3,3,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,47,9,4,2,3,1,3,2105,4,3,3,7,3,2,2,2,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,46,2,2,4,3,3,4,8578,3,3,3,12,2,9,8,4,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,28,1,2,3,3,1,4,2706,1,2,3,3,3,3,2,2,2,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,29,29,1,4,1,2,3,6384,8,4,3,11,3,7,0,1,6,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
No,42,8,3,4,3,1,3,3968,4,4,3,8,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
Yes,32,2,4,3,2,2,2,9907,7,3,3,7,2,2,2,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
No,46,3,3,1,4,4,1,13225,2,4,3,25,3,19,17,2,8,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
No,27,23,1,2,2,2,3,3540,1,4,4,9,3,9,8,5,8,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True
No,29,6,1,4,2,1,2,2804,1,4,3,1,3,1,0,0,0,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,43,6,3,1,2,5,3,19392,7,4,3,21,3,16,12,6,14,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,48,10,3,4,2,5,2,19665,4,4,3,29,3,22,10,12,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
Yes,29,24,2,4,2,1,4,2439,1,2,4,1,2,1,0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
Yes,46,10,3,3,3,3,2,7314,5,3,4,14,3,8,7,0,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,27,15,3,4,2,1,1,4774,0,4,3,8,2,7,6,7,3,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,39,19,4,4,3,2,4,3902,8,2,3,7,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
No,55,2,4,2,2,1,4,2662,8,2,4,19,4,5,2,0,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,28,3,3,2,3,1,2,2856,1,4,3,1,3,1,0,0,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
Yes,30,9,3,2,3,1,4,1081,1,3,3,1,2,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
Yes,22,7,1,4,3,1,2,2472,1,1,4,1,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
No,36,10,4,2,2,2,3,5673,1,1,3,10,3,10,9,1,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
No,31,20,3,2,3,2,3,4197,1,1,3,10,3,10,8,0,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,34,4,3,3,3,3,4,9713,2,4,3,9,3,5,3,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
No,29,7,3,4,3,1,1,2062,3,2,3,11,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,37,7,4,4,3,2,1,4284,5,3,4,16,3,5,3,0,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
No,35,16,2,4,2,2,2,4788,0,4,3,4,3,3,2,0,2,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
No,45,25,2,2,2,2,4,5906,0,4,3,10,2,9,8,3,8,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,36,2,1,2,2,2,4,3886,1,4,4,10,2,10,1,0,8,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
No,40,1,4,1,3,4,1,16823,2,1,3,22,3,19,7,11,16,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
No,26,1,2,2,2,1,3,2933,1,3,3,1,2,1,0,1,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
No,27,2,2,1,4,2,3,6500,0,2,3,9,2,8,7,0,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
No,48,22,3,4,3,4,4,17174,3,2,3,24,3,22,17,4,7,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,44,1,4,2,4,2,1,5033,2,4,3,10,3,2,0,2,2,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Yes,34,16,4,4,1,1,1,2307,1,2,4,5,3,5,2,3,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
Yes,56,24,2,1,3,1,4,2587,1,4,3,5,3,4,2,1,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,36,17,2,3,2,2,2,5507,2,3,3,12,1,4,2,1,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
No,41,8,3,3,3,2,2,4393,5,3,4,14,3,5,4,1,4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,42,6,3,3,3,3,1,13348,9,2,3,18,4,13,7,5,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
No,31,10,2,3,3,2,4,6583,2,4,3,8,3,5,2,1,4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
No,34,3,1,4,2,2,4,8103,3,3,3,9,2,4,2,0,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
No,31,4,3,1,4,1,3,3978,8,2,3,4,2,2,2,2,2,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,26,6,3,3,4,1,4,2544,0,1,3,8,3,7,7,7,7,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,45,1,4,2,3,2,3,5399,4,3,3,12,3,4,2,0,3,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,33,10,4,2,3,2,3,5487,1,2,3,10,2,10,4,0,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,28,1,2,3,2,2,4,6834,1,3,3,7,3,7,7,0,7,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
Yes,29,24,3,3,4,1,1,1091,1,4,3,1,3,1,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
No,39,21,4,1,1,2,3,5736,6,3,3,10,3,3,2,1,2,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,27,2,4,2,3,1,2,2226,1,3,3,6,2,5,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,34,22,4,3,2,2,4,5747,1,2,3,16,3,15,10,6,11,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
Yes,28,13,2,4,3,2,3,9854,3,4,3,6,3,2,0,2,2,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
No,47,14,4,3,3,2,2,5467,8,3,3,16,4,8,7,1,7,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,56,11,5,4,2,2,1,5380,4,3,3,6,3,0,0,0,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
No,39,9,2,1,3,2,1,5151,1,4,4,10,3,10,0,7,9,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,38,8,3,4,2,2,2,2133,1,3,3,20,3,20,11,0,7,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
No,58,21,3,4,3,4,4,17875,4,3,3,29,2,1,0,0,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Yes,32,5,2,1,4,1,3,2432,3,1,3,8,3,4,1,0,3,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
No,38,9,2,2,3,1,4,4771,2,4,3,10,4,5,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
No,49,2,1,2,3,5,4,19161,3,4,3,28,3,5,4,4,3,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
No,42,12,4,2,3,2,4,5087,3,3,3,14,3,0,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
Yes,27,22,3,1,2,1,2,2863,1,1,3,1,3,1,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,35,18,4,2,3,2,1,5561,0,4,3,6,1,5,3,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,28,16,3,3,3,1,3,2144,1,3,3,5,2,5,3,1,4,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,31,3,2,3,3,1,1,3065,1,4,3,4,4,4,2,2,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
No,36,9,4,1,4,1,2,2810,1,2,4,5,3,5,4,0,2,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,34,1,3,1,3,3,4,9888,1,1,4,14,2,14,8,2,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,34,13,4,4,3,3,3,8628,1,3,3,9,2,8,7,1,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
No,26,1,3,3,3,1,1,2867,0,4,3,8,2,7,7,7,6,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,29,1,3,1,3,2,1,5373,0,1,3,6,2,5,3,0,2,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,32,15,4,3,3,2,4,6667,5,2,3,9,3,5,1,1,2,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
